What is the primary function of Generative AI models?,"Generative AI models create new data, such as text, images, or code, by mimicking the patterns found in their training datasets."
"In the context of machine learning, what is Google Colab?",It is a cloud-based environment provided by Google that allows users to run heavy AI models using hardware accelerators like GPUs.
What role does Hugging Face play in the AI community?,"Hugging Face serves as a community platform for hosting, sharing, and discovering pre-trained models, datasets, and libraries."
Hugging Face _____ are used to deploy and share machine learning applications with the public.,Spaces
What is Gradio?,Gradio is a Python-based UI framework used to create front-end interfaces and public links for machine learning applications.
How does the 'waiter' analogy describe the function of an API?,The API acts as a waiter that carries requests from the user to the backend server and brings the processed response back.
Why is Groq frequently used in AI development?,Groq provides fast and efficient APIs for running Large Language Models (LLMs) without needing heavy local hardware.
Define 'Prompt Engineering' in the context of Large Language Models.,"It is the art of crafting specific, detailed instructions to ensure an LLM produces the desired output without hallucinating."
What is the specific purpose of the 'requirements.txt' file when deploying to Hugging Face?,It lists all the necessary Python libraries that the hosting environment must install to run the application correctly.
The process of breaking down text into chunks and then into vectors for a model to process is known as _____.,Tokenization
What is the difference between training a model from scratch and fine-tuning a model?,"Training involves building a model from zero, while fine-tuning adjusts an existing pre-trained model using a smaller, specific dataset."
Which Python library is essential for accessing and utilizing pre-trained models from the Hugging Face repository?,The Transformers library.
What is the risk of providing a vague prompt to an LLM?,"A vague prompt can lead to model hallucinations, where the AI provides incorrect or irrelevant information."
"In Google Colab, what should a user do if their application code crashes due to hardware limitations?",The user should switch the runtime type to a hardware accelerator like a GPU.
What is the standard name for the main Python file required for deployment on Hugging Face Spaces?,app.py
How does the use of 'Secret Keys' or 'Access Tokens' benefit API security?,They allow software to authenticate and connect to third-party services like Hugging Face or Groq without exposing credentials.
Why might a developer prefer Hugging Face over local deployment for sharing an app?,"Local deployment is restricted to the developer's machine, whereas Hugging Face provides a persistent public URL."
What distinguishes the 'Pipeline' function in the Transformers library?,It provides a simple way to use pre-trained models for specific tasks like translation or sentiment analysis with minimal code.
Concept: Zero-shot Learning,Definition: A model's ability to perform a task without having received any specific training examples for that task.
What is a major limitation of the free tier for AI inference on platforms like Hugging Face?,The free tier often has usage limits based on compute time or the number of images generated per month.
